tick,hour,weather,total_entities,alive_total,dead_total,births_total,deaths_total,alive_herbivores,alive_carnivores,alive_insectivores,avg_thirst,avg_hunger,min_thirst,max_thirst,min_hunger,max_hunger,desperate_count,sleeping_count,drinking_count,grazing_count,foraging_count,hunting_count,fleeing_count,water_drinkers,water_capacity,water_utilization_pct,grazers,grazing_capacity,grazing_utilization_pct,insect_feeders,insect_capacity,insect_utilization_pct,rangers,jeeps,active_long_trips,jeep_seats_taken,jeep_seat_capacity,jeep_occupancy_pct,avg_jeep_fuel,min_jeep_fuel,total_sightings,active_poachers,poacher_spawns_total,poachers_arrested_total,poachers_escaped_total,poached_animals_total,temporary_camps,temporary_camps_created,deaths_thirst,deaths_starvation,deaths_hunting,births_this_tick,deaths_this_tick,poachers_arrested_this_tick,poachers_escaped_this_tick,poached_animals_this_tick
103,7,CLEAR,117,97,8,13,8,70,3,24,29.1,27.4,0,74,0,67,0,7,1,2,3,0,6,1,51,2.0,2,46,4.3,3,22,13.6,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
104,8,CLEAR,117,97,8,13,8,70,3,24,30.8,27.3,2,58,0,67,0,7,3,1,1,0,1,3,51,5.9,1,46,2.2,1,22,4.5,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
105,9,CLEAR,117,97,8,13,8,70,3,24,32.0,27.9,4,60,0,68,0,7,4,3,1,0,1,4,51,7.8,3,46,6.5,1,22,4.5,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
106,10,CLEAR,117,97,8,13,8,70,3,24,32.9,27.9,0,60,0,69,0,7,5,6,0,0,2,5,51,9.8,6,46,13.0,0,22,0.0,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
107,11,CLEAR,117,97,8,13,8,70,3,24,33.7,27.3,0,62,1,70,0,5,4,7,1,0,1,4,51,7.8,7,46,15.2,1,22,4.5,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
108,12,CLEAR,117,97,8,13,8,70,3,24,34.7,26.7,0,64,0,71,0,5,7,4,1,0,4,7,51,13.7,4,46,8.7,1,22,4.5,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
109,13,CLEAR,117,97,8,13,8,70,3,24,35.2,27.0,0,64,0,72,0,5,9,2,1,0,4,9,51,17.6,2,46,4.3,1,22,4.5,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
110,14,CLEAR,117,97,8,13,8,70,3,24,34.7,27.6,0,66,0,73,0,5,14,1,0,0,2,14,51,27.5,1,46,2.2,0,22,0.0,4,4,1,5,30,16.7,150.2,150,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
111,15,CLEAR,117,97,8,13,8,70,3,24,33.6,28.4,0,68,0,74,0,5,14,1,1,1,3,14,51,27.5,1,46,2.2,1,22,4.5,4,4,0,19,30,63.3,148.2,148,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
112,16,CLEAR,117,97,8,13,8,70,3,24,32.5,28.9,0,70,1,75,0,5,15,3,2,1,2,15,51,29.4,3,46,6.5,2,22,9.1,4,4,0,19,30,63.3,148.2,148,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
113,17,CLEAR,117,97,8,13,8,70,3,24,31.4,28.5,0,72,2,76,0,4,9,4,3,1,3,9,51,17.6,4,46,8.7,3,22,13.6,4,4,0,19,30,63.3,148.2,148,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
114,18,CLEAR,117,97,8,13,8,70,3,24,31.2,28.0,0,74,0,73,0,36,12,2,3,1,4,12,51,23.5,2,46,4.3,3,22,13.6,4,4,0,19,30,63.3,148.2,148,0,1,4,0,3,2,0,0,0,3,3,0,0,0,0,0
115,19,CLEAR,117,97,8,13,8,70,3,24,30.5,28.0,0,64,0,74,0,37,13,1,2,1,1,13,51,25.5,1,46,2.2,2,22,9.1,4,4,0,19,30,63.3,148.2,148,0,0,4,0,4,2,0,0,0,3,3,0,0,0,1,0
116,20,CLEAR,117,97,8,13,8,70,3,24,29.4,28.4,0,66,0,75,0,35,8,2,2,1,3,8,51,15.7,2,46,4.3,2,22,9.1,4,4,0,19,30,63.3,148.2,148,0,0,4,0,4,2,0,0,0,3,3,0,0,0,0,0
117,21,CLEAR,117,97,8,13,8,70,3,24,29.5,28.7,0,68,0,76,0,29,10,1,1,1,6,10,51,19.6,1,46,2.2,1,22,4.5,4,4,0,19,30,63.3,148.2,148,0,0,4,0,4,2,0,0,0,3,3,0,0,0,0,0
118,22,CLEAR,117,97,8,13,8,70,3,24,29.3,29.2,0,70,1,77,0,29,9,1,1,1,4,9,51,17.6,1,46,2.2,1,22,4.5,4,4,0,19,30,63.3,148.2,148,0,0,4,0,4,2,0,0,0,3,3,0,0,0,0,0
119,23,CLEAR,117,96,9,13,9,69,3,24,28.7,29.4,0,72,0,70,0,26,11,0,0,0,8,11,51,21.6,0,46,0.0,0,22,0.0,4,4,0,19,30,63.3,148.2,148,0,0,4,0,4,2,0,0,0,3,4,0,1,0,0,0
120,0,CLEAR,123,101,9,18,9,72,3,26,27.5,29.8,0,74,1,71,0,27,10,1,0,0,5,10,51,19.6,1,46,2.2,0,22,0.0,4,4,0,19,30,63.3,148.2,148,0,1,5,0,4,2,0,0,0,3,4,5,0,0,0,0
121,1,CLEAR,123,101,9,18,9,72,3,26,27.2,30.6,0,76,2,72,0,33,11,5,0,0,2,11,51,21.6,5,46,10.9,0,22,0.0,4,4,0,19,30,63.3,148.2,148,0,1,5,0,4,2,0,0,0,3,4,0,0,0,0,0
122,2,CLEAR,123,101,9,18,9,72,3,26,26.6,30.3,0,70,0,73,0,35,13,6,1,0,3,13,51,25.5,6,46,13.0,1,22,4.5,4,4,0,19,30,63.3,148.2,148,0,1,5,0,4,2,0,0,0,3,4,0,0,0,0,0
123,3,CLEAR,123,101,9,18,9,72,3,26,25.5,29.6,0,68,0,68,0,39,10,4,2,0,1,10,51,19.6,4,46,8.7,2,22,9.1,4,4,0,19,30,63.3,148.2,148,0,1,5,0,4,2,0,0,0,3,4,0,0,0,0,0
124,4,CLEAR,123,101,9,18,9,72,3,26,25.4,29.4,0,70,0,69,0,42,10,3,2,0,3,10,51,19.6,3,46,6.5,2,22,9.1,4,4,0,19,30,63.3,148.2,148,0,1,5,0,4,2,0,0,0,3,4,0,0,0,0,0
125,5,CLEAR,123,101,9,18,9,72,3,26,25.5,29.5,0,72,0,70,0,44,5,3,1,1,1,5,51,9.8,3,46,6.5,1,22,4.5,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,4,0,0,0,0,0
126,6,CLEAR,123,100,10,18,10,71,3,26,26.0,28.9,0,74,0,65,0,8,8,4,0,0,12,8,51,15.7,4,46,8.7,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,1,0,0,0
127,7,CLEAR,123,100,10,18,10,71,3,26,26.3,29.0,0,68,0,66,0,9,8,6,0,0,17,8,51,15.7,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
128,8,CLEAR,123,100,10,18,10,71,3,26,26.2,28.7,0,70,0,67,0,9,8,6,0,0,8,8,51,15.7,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
129,9,CLEAR,123,100,10,18,10,71,3,26,26.4,28.3,0,72,0,68,0,9,5,7,0,0,9,5,51,9.8,7,46,15.2,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
130,10,CLEAR,123,100,10,18,10,71,3,26,27.4,28.0,0,66,0,69,0,10,4,6,0,0,5,4,51,7.8,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
131,11,CLEAR,123,100,10,18,10,71,3,26,28.6,27.9,0,68,0,70,0,9,3,6,0,0,8,3,51,5.9,6,46,13.0,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
132,12,CLEAR,123,100,10,18,10,71,3,26,29.8,27.6,0,70,0,71,0,8,2,3,0,0,5,2,51,3.9,3,46,6.5,0,22,0.0,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
133,13,CLEAR,123,100,10,18,10,71,3,26,31.4,28.0,0,72,0,72,0,6,2,2,1,0,1,2,51,3.9,2,46,4.3,1,22,4.5,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
134,14,CLEAR,123,100,10,18,10,71,3,26,33.0,28.2,0,74,1,73,0,5,8,2,1,0,5,8,51,15.7,2,46,4.3,1,22,4.5,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
135,15,CLEAR,123,100,10,18,10,71,3,26,32.9,28.6,2,74,0,74,0,5,11,2,1,0,4,11,51,21.6,2,46,4.3,1,22,4.5,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
136,16,CLEAR,123,100,10,18,10,71,3,26,32.0,28.9,0,68,0,75,0,4,12,1,3,0,2,12,51,23.5,1,46,2.2,3,22,13.6,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
137,17,CLEAR,123,100,10,18,10,71,3,26,31.5,29.0,0,70,0,76,0,4,8,0,3,0,2,8,51,15.7,0,46,0.0,3,22,13.6,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
138,18,CLEAR,123,100,10,18,10,71,3,26,31.6,29.5,0,72,0,77,0,45,9,0,1,0,2,9,51,17.6,0,46,0.0,1,22,4.5,4,4,0,19,30,63.3,146.2,146,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
139,19,CLEAR,123,100,10,18,10,71,3,26,31.3,30.4,0,74,0,78,0,44,12,0,0,0,1,12,51,23.5,0,46,0.0,0,22,0.0,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
140,20,CLEAR,123,100,10,18,10,71,3,26,30.8,31.4,0,64,1,79,0,37,12,0,0,0,1,12,51,23.5,0,46,0.0,0,22,0.0,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
141,21,CLEAR,123,100,10,18,10,71,3,26,30.4,32.4,0,66,2,80,0,35,12,2,0,0,0,12,51,23.5,2,46,4.3,0,22,0.0,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
142,22,CLEAR,123,100,10,18,10,71,3,26,29.7,32.8,0,68,3,81,0,32,7,3,0,0,1,7,51,13.7,3,46,6.5,0,22,0.0,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
143,23,CLEAR,123,100,10,18,10,71,3,26,30.3,33.1,0,70,0,82,0,34,8,3,0,0,0,8,51,15.7,3,46,6.5,0,22,0.0,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
144,0,CLEAR,128,105,10,23,10,74,3,28,29.9,32.5,0,72,0,83,0,32,9,2,1,0,1,9,51,17.6,2,46,4.3,1,22,4.5,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,5,0,0,0,0
145,1,CLEAR,128,105,10,23,10,74,3,28,29.8,32.7,0,74,1,84,0,36,8,4,1,0,1,8,51,15.7,4,46,8.7,1,22,4.5,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
146,2,CLEAR,128,105,10,23,10,74,3,28,30.2,32.7,0,74,0,85,0,34,11,6,1,0,1,11,51,21.6,6,46,13.0,1,22,4.5,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
147,3,CLEAR,128,105,10,23,10,74,3,28,29.8,32.3,0,66,0,86,0,33,10,5,1,0,2,10,51,19.6,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
148,4,CLEAR,128,105,10,23,10,74,3,28,29.5,31.9,0,68,0,87,0,36,13,5,1,0,4,13,51,25.5,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
149,5,CLEAR,128,105,10,23,10,74,3,28,28.9,31.6,0,68,0,88,0,34,11,7,2,0,1,11,51,21.6,7,46,15.2,2,22,9.1,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
150,6,CLEAR,128,105,10,23,10,74,3,28,28.3,30.9,0,70,0,89,0,8,13,7,2,0,8,13,51,25.5,7,46,15.2,2,22,9.1,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
151,7,CLEAR,128,105,10,23,10,74,3,28,27.6,29.9,0,72,0,90,0,9,10,5,2,0,0,10,51,19.6,5,46,10.9,2,22,9.1,4,4,0,0,30,0.0,144.2,144,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
152,8,CLEAR,128,105,10,23,10,74,3,28,27.4,29.9,0,74,0,91,0,8,12,3,1,0,1,12,51,23.5,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
153,9,CLEAR,128,105,10,23,10,74,3,28,27.0,30.3,0,74,0,92,0,9,13,3,1,0,1,13,51,25.5,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
154,10,CLEAR,128,105,10,23,10,74,3,28,26.2,30.5,0,76,0,76,0,9,16,1,1,0,2,16,51,31.4,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
155,11,CLEAR,128,105,10,23,10,74,3,28,24.6,31.0,0,78,1,77,0,9,11,1,1,0,1,11,51,21.6,1,46,2.2,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,1,5,0,4,2,0,0,0,3,5,0,0,0,0,0
156,12,CLEAR,129,105,10,23,10,74,3,28,24.4,31.6,0,80,0,78,0,8,9,4,0,0,5,9,51,17.6,4,46,8.7,0,22,0.0,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
157,13,CLEAR,129,105,10,23,10,74,3,28,25.0,31.7,0,82,0,79,0,8,4,5,1,0,4,4,51,7.8,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
158,14,CLEAR,129,105,10,23,10,74,3,28,26.0,31.3,2,84,0,80,0,7,6,6,1,0,4,6,51,11.8,6,46,13.0,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
159,15,CLEAR,129,105,10,23,10,74,3,28,26.8,30.8,0,86,0,81,0,7,5,7,1,0,3,5,51,9.8,7,46,15.2,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
160,16,CLEAR,129,105,10,23,10,74,3,28,27.9,30.0,0,88,0,82,0,7,5,5,1,0,0,5,51,9.8,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
161,17,CLEAR,129,105,10,23,10,74,3,28,28.8,29.8,0,90,0,83,0,8,5,3,1,1,3,5,51,9.8,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
162,18,CLEAR,129,105,10,23,10,74,3,28,29.6,30.0,0,92,0,84,0,49,4,4,2,1,1,4,51,7.8,4,46,8.7,2,22,9.1,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
163,19,CLEAR,129,105,10,23,10,74,3,28,31.0,29.8,0,94,0,85,0,49,4,3,1,1,0,4,51,7.8,3,46,6.5,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
164,20,CLEAR,129,105,10,23,10,74,3,28,32.1,30.1,0,96,0,86,0,46,5,5,1,1,2,5,51,9.8,5,46,10.9,1,22,4.5,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
165,21,CLEAR,129,105,10,23,10,74,3,28,32.8,29.9,2,98,0,87,0,43,8,4,0,1,1,8,51,15.7,4,46,8.7,0,22,0.0,4,4,0,0,30,0.0,143.2,143,0,2,6,0,4,2,0,0,0,3,5,0,0,0,0,0
166,22,CLEAR,129,103,12,23,12,72,3,28,32.6,29.3,0,72,0,66,0,41,8,5,0,0,2,8,51,15.7,5,46,10.9,0,22,0.0,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,2,0,0,0
167,23,CLEAR,129,103,12,23,12,72,3,28,32.7,29.5,0,68,0,67,0,40,10,3,1,0,1,10,51,19.6,3,46,6.5,1,22,4.5,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
168,0,CLEAR,134,108,12,28,12,75,3,30,32.2,28.7,0,62,1,68,0,41,9,4,3,0,2,9,51,17.6,4,46,8.7,3,22,13.6,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,5,0,0,0,0
169,1,CLEAR,134,108,12,28,12,75,3,30,32.6,28.3,0,64,0,69,0,41,11,1,3,0,2,11,51,21.6,1,46,2.2,3,22,13.6,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
170,2,CLEAR,134,108,12,28,12,75,3,30,32.1,28.4,0,66,0,70,0,42,15,2,3,0,4,15,51,29.4,2,46,4.3,3,22,13.6,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
171,3,CLEAR,134,108,12,28,12,75,3,30,30.7,28.6,0,66,0,71,0,40,17,1,2,0,3,17,51,33.3,1,46,2.2,2,22,9.1,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
172,4,CLEAR,134,108,12,28,12,75,3,30,29.4,28.8,0,68,1,66,0,38,14,2,2,0,2,14,51,27.5,2,46,4.3,2,22,9.1,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
173,5,CLEAR,134,108,12,28,12,75,3,30,29.0,29.1,0,70,0,67,0,36,11,2,3,0,4,11,51,21.6,2,46,4.3,3,22,13.6,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
174,6,CLEAR,134,108,12,28,12,75,3,30,28.8,28.9,0,72,0,64,0,9,11,2,2,0,9,11,51,21.6,2,46,4.3,2,22,9.1,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
175,7,CLEAR,134,108,12,28,12,75,3,30,28.5,29.1,0,74,0,65,0,10,11,2,2,0,10,11,51,21.6,2,46,4.3,2,22,9.1,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
176,8,CLEAR,134,108,12,28,12,75,3,30,28.4,29.4,0,62,0,66,0,10,10,1,0,0,8,10,51,19.6,1,46,2.2,0,22,0.0,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
177,9,CLEAR,134,108,12,28,12,75,3,30,28.0,30.2,0,64,1,67,0,12,11,3,1,0,4,11,51,21.6,3,46,6.5,1,22,4.5,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
178,10,CLEAR,134,108,12,28,12,75,3,30,27.7,30.4,0,66,0,64,0,11,10,3,1,0,7,10,51,19.6,3,46,6.5,1,22,4.5,4,4,0,19,30,63.3,155.8,143,0,2,6,0,4,2,0,0,1,3,6,0,0,0,0,0
179,11,CLEAR,134,108,12,28,12,75,3,30,27.8,30.5,0,68,1,65,0,10,10,5,1,0,6,10,51,19.6,5,46,10.9,1,22,4.5,4,4,0,19,30,63.3,155.8,143,0,1,6,0,5,2,0,0,1,3,6,0,0,0,1,0
180,12,CLEAR,134,108,12,28,12,75,3,30,27.8,30.4,0,70,0,66,0,9,9,4,0,0,3,9,51,17.6,4,46,8.7,0,22,0.0,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
181,13,CLEAR,134,108,12,28,12,75,3,30,27.9,30.7,0,72,0,67,0,8,7,5,1,0,7,7,51,13.7,5,46,10.9,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
182,14,CLEAR,134,108,12,28,12,75,3,30,28.4,30.5,0,74,0,68,0,8,10,3,1,0,1,10,51,19.6,3,46,6.5,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
183,15,CLEAR,134,108,12,28,12,75,3,30,28.3,30.6,0,70,0,69,0,7,10,3,1,0,2,10,51,19.6,3,46,6.5,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
184,16,CLEAR,134,108,12,28,12,75,3,30,28.2,30.8,0,72,0,70,0,6,12,3,0,0,3,12,51,23.5,3,46,6.5,0,22,0.0,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
185,17,CLEAR,134,108,12,28,12,75,3,30,27.6,31.3,0,74,0,71,0,8,13,4,2,0,6,13,51,25.5,4,46,8.7,2,22,9.1,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
186,18,CLEAR,134,108,12,28,12,75,3,30,26.7,31.0,0,66,0,67,0,43,12,3,2,0,3,12,51,23.5,3,46,6.5,2,22,9.1,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
187,19,CLEAR,134,108,12,28,12,75,3,30,26.6,31.0,0,68,0,68,0,42,7,3,2,0,1,7,51,13.7,3,46,6.5,2,22,9.1,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
188,20,CLEAR,134,108,12,28,12,75,3,30,27.1,31.2,0,70,0,69,0,46,6,2,0,0,1,6,51,11.8,2,46,4.3,0,22,0.0,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
189,21,CLEAR,134,108,12,28,12,75,3,30,27.8,31.7,0,72,1,70,0,50,7,5,0,1,1,7,51,13.7,5,46,10.9,0,22,0.0,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
190,22,CLEAR,134,108,12,28,12,75,3,30,28.4,31.7,0,74,0,71,0,48,7,5,1,1,1,7,51,13.7,5,46,10.9,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,1,6,0,5,2,0,0,1,3,6,0,0,0,0,0
191,23,CLEAR,134,108,12,28,12,75,3,30,29.0,31.5,0,70,0,72,0,49,5,8,1,1,2,5,51,9.8,8,46,17.4,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,0,6,1,5,2,0,0,1,3,6,0,0,1,0,0
192,0,CLEAR,139,113,12,33,12,79,3,31,29.3,30.1,0,72,0,73,0,49,7,6,1,1,1,7,51,13.7,6,46,13.0,1,22,4.5,4,4,1,26,30,86.7,159.0,158,0,0,6,1,5,2,0,0,1,3,6,5,0,0,0,0
193,1,CLEAR,139,113,12,33,12,79,3,31,29.7,29.7,0,72,0,74,0,50,6,5,3,1,0,6,51,11.8,5,46,10.9,3,22,13.6,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,6,0,0,0,0,0
194,2,CLEAR,139,113,12,33,12,79,3,31,30.5,29.2,0,74,0,75,0,51,8,4,4,1,2,8,51,15.7,4,46,8.7,4,22,18.2,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,6,0,0,0,0,0
195,3,CLEAR,139,113,12,33,12,79,3,31,30.8,28.5,0,72,0,76,0,50,5,3,5,1,0,5,51,9.8,3,46,6.5,5,22,22.7,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,6,0,0,0,0,0
196,4,CLEAR,139,112,13,33,13,78,3,31,31.4,27.3,2,74,0,77,0,49,8,3,3,1,0,8,51,15.7,3,46,6.5,3,22,13.6,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,1,0,0,0
197,5,CLEAR,139,112,13,33,13,78,3,31,31.7,27.2,0,68,0,78,0,49,6,2,2,1,0,6,51,11.8,2,46,4.3,2,22,9.1,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
198,6,CLEAR,139,112,13,33,13,78,3,31,32.5,27.4,0,70,0,79,0,7,6,3,0,1,12,6,51,11.8,3,46,6.5,0,22,0.0,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
199,7,CLEAR,139,112,13,33,13,78,3,31,33.0,27.9,0,72,0,80,0,10,6,2,0,1,2,6,51,11.8,2,46,4.3,0,22,0.0,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
200,8,CLEAR,139,112,13,33,13,78,3,31,33.7,28.5,0,74,0,81,0,10,9,3,0,1,0,9,51,17.6,3,46,6.5,0,22,0.0,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
201,9,CLEAR,139,112,13,33,13,78,3,31,34.0,28.8,0,76,1,82,0,10,8,5,0,1,1,8,51,15.7,5,46,10.9,0,22,0.0,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
202,10,CLEAR,139,112,13,33,13,78,3,31,34.4,28.8,0,78,0,83,0,10,9,3,0,1,0,9,51,17.6,3,46,6.5,0,22,0.0,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
203,11,CLEAR,139,112,13,33,13,78,3,31,34.8,29.2,0,80,0,84,0,8,8,3,1,1,0,8,51,15.7,3,46,6.5,1,22,4.5,4,4,1,21,30,70.0,157.2,156,0,0,6,1,5,2,0,0,1,3,7,0,0,0,0,0
204,12,CLEAR,140,112,13,33,13,78,3,31,35.1,29.4,0,82,0,85,0,8,13,3,1,1,0,13,51,25.5,3,46,6.5,1,22,4.5,4,4,1,21,30,70.0,157.2,156,0,1,7,1,5,2,0,0,1,3,7,0,0,0,0,0
